query,rank,precision,recall
women in leadership and the gender pay gap,14,0.285714,0.285714
women in leadership and the gender pay gap,15,0.333333,0.357143
women in leadership and the gender pay gap,16,0.3125,0.357143
women in leadership and the gender pay gap,17,0.352941,0.428571
women in leadership and the gender pay gap,18,0.388889,0.5
women in leadership and the gender pay gap,19,0.421053,0.571429
women in leadership and the gender pay gap,20,0.4,0.571429
women in leadership and the gender pay gap,21,0.380952,0.571429
women in leadership and the gender pay gap,22,0.363636,0.571429
women in leadership and the gender pay gap,23,0.347826,0.571429
women in leadership and the gender pay gap,24,0.333333,0.571429
women in leadership and the gender pay gap,25,0.36,0.642857
women in leadership and the gender pay gap,26,0.384615,0.714286
women in leadership and the gender pay gap,27,0.37037,0.714286
women in leadership and the gender pay gap,28,0.357143,0.714286
women in leadership and the gender pay gap,29,0.344828,0.714286
women in leadership and the gender pay gap,30,0.333333,0.714286
women in leadership and the gender pay gap,31,0.354839,0.785714
women in leadership and the gender pay gap,32,0.34375,0.785714
women in leadership and the gender pay gap,33,0.363636,0.857143
women in leadership and the gender pay gap,34,0.352941,0.857143
women in leadership and the gender pay gap,35,0.342857,0.857143
women in leadership and the gender pay gap,36,0.333333,0.857143
women in leadership and the gender pay gap,37,0.324324,0.857143
women in leadership and the gender pay gap,38,0.315789,0.857143
women in leadership and the gender pay gap,39,0.307692,0.857143
women in leadership and the gender pay gap,40,0.3,0.857143
women in leadership and the gender pay gap,41,0.317073,0.928571
women in leadership and the gender pay gap,42,0.309524,0.928571
women in leadership and the gender pay gap,43,0.325581,1.0
women in leadership and the gender pay gap,44,0.318182,1.0
women in leadership and the gender pay gap,45,0.311111,1.0
women in leadership and the gender pay gap,46,0.304348,1.0
women in leadership and the gender pay gap,47,0.297872,1.0
women in leadership and the gender pay gap,48,0.291667,1.0
women in leadership and the gender pay gap,49,0.285714,1.0
women in leadership and the gender pay gap,50,0.28,1.0
mental health during quarantine and isolation,1,0.0,0.0
mental health during quarantine and isolation,2,0.5,0.03125
mental health during quarantine and isolation,3,0.666667,0.0625
mental health during quarantine and isolation,4,0.75,0.09375
mental health during quarantine and isolation,5,0.8,0.125
mental health during quarantine and isolation,6,0.833333,0.15625
mental health during quarantine and isolation,7,0.714286,0.15625
mental health during quarantine and isolation,8,0.75,0.1875
mental health during quarantine and isolation,9,0.666667,0.1875
mental health during quarantine and isolation,10,0.6,0.1875
mental health during quarantine and isolation,11,0.636364,0.21875
mental health during quarantine and isolation,12,0.583333,0.21875
mental health during quarantine and isolation,13,0.615385,0.25
mental health during quarantine and isolation,14,0.571429,0.25
mental health during quarantine and isolation,15,0.6,0.28125
mental health during quarantine and isolation,16,0.625,0.3125
mental health during quarantine and isolation,17,0.588235,0.3125
mental health during quarantine and isolation,18,0.555556,0.3125
mental health during quarantine and isolation,19,0.578947,0.34375
mental health during quarantine and isolation,20,0.6,0.375
mental health during quarantine and isolation,21,0.619048,0.40625
mental health during quarantine and isolation,22,0.636364,0.4375
mental health during quarantine and isolation,23,0.652174,0.46875
mental health during quarantine and isolation,24,0.666667,0.5
mental health during quarantine and isolation,25,0.64,0.5
mental health during quarantine and isolation,26,0.64,0.5
mental health during quarantine and isolation,27,0.653846,0.53125
mental health during quarantine and isolation,28,0.666667,0.5625
mental health during quarantine and isolation,29,0.678571,0.59375
mental health during quarantine and isolation,30,0.689655,0.625
mental health during quarantine and isolation,31,0.7,0.65625
mental health during quarantine and isolation,32,0.709677,0.6875
mental health during quarantine and isolation,33,0.71875,0.71875
mental health during quarantine and isolation,34,0.69697,0.71875
mental health during quarantine and isolation,35,0.676471,0.71875
mental health during quarantine and isolation,36,0.685714,0.75
mental health during quarantine and isolation,37,0.666667,0.75
mental health during quarantine and isolation,38,0.648649,0.75
mental health during quarantine and isolation,39,0.657895,0.78125
mental health during quarantine and isolation,40,0.641026,0.78125
mental health during quarantine and isolation,41,0.625,0.78125
mental health during quarantine and isolation,42,0.609756,0.78125
mental health during quarantine and isolation,43,0.619048,0.8125
mental health during quarantine and isolation,44,0.627907,0.84375
mental health during quarantine and isolation,45,0.636364,0.875
mental health during quarantine and isolation,46,0.644444,0.90625
mental health during quarantine and isolation,47,0.630435,0.90625
mental health during quarantine and isolation,48,0.638298,0.9375
mental health during quarantine and isolation,49,0.645833,0.96875
mental health during quarantine and isolation,50,0.653061,1.0
sleep science and improving sleep quality,1,1.0,0.033333
sleep science and improving sleep quality,2,1.0,0.066667
sleep science and improving sleep quality,3,1.0,0.1
sleep science and improving sleep quality,4,0.75,0.1
sleep science and improving sleep quality,5,0.8,0.133333
sleep science and improving sleep quality,6,0.833333,0.166667
sleep science and improving sleep quality,7,0.857143,0.2
sleep science and improving sleep quality,8,0.875,0.233333
sleep science and improving sleep quality,9,0.888889,0.266667
sleep science and improving sleep quality,10,0.9,0.3
sleep science and improving sleep quality,11,0.818182,0.3
sleep science and improving sleep quality,12,0.833333,0.333333
sleep science and improving sleep quality,13,0.846154,0.366667
sleep science and improving sleep quality,14,0.785714,0.366667
sleep science and improving sleep quality,15,0.8,0.4
sleep science and improving sleep quality,16,0.8125,0.433333
sleep science and improving sleep quality,17,0.823529,0.466667
sleep science and improving sleep quality,18,0.833333,0.5
sleep science and improving sleep quality,19,0.842105,0.533333
sleep science and improving sleep quality,20,0.85,0.566667
sleep science and improving sleep quality,21,0.809524,0.566667
sleep science and improving sleep quality,22,0.772727,0.566667
sleep science and improving sleep quality,23,0.73913,0.566667
sleep science and improving sleep quality,24,0.708333,0.566667
sleep science and improving sleep quality,25,0.68,0.566667
sleep science and improving sleep quality,26,0.653846,0.566667
sleep science and improving sleep quality,27,0.666667,0.6
sleep science and improving sleep quality,28,0.678571,0.633333
sleep science and improving sleep quality,29,0.689655,0.666667
sleep science and improving sleep quality,30,0.666667,0.666667
sleep science and improving sleep quality,31,0.677419,0.7
sleep science and improving sleep quality,32,0.65625,0.7
sleep science and improving sleep quality,33,0.666667,0.733333
sleep science and improving sleep quality,34,0.647059,0.733333
sleep science and improving sleep quality,35,0.657143,0.766667
sleep science and improving sleep quality,36,0.638889,0.766667
sleep science and improving sleep quality,37,0.648649,0.8
sleep science and improving sleep quality,38,0.657895,0.833333
sleep science and improving sleep quality,39,0.641026,0.833333
sleep science and improving sleep quality,40,0.65,0.866667
sleep science and improving sleep quality,41,0.634146,0.866667
sleep science and improving sleep quality,42,0.619048,0.866667
sleep science and improving sleep quality,43,0.604651,0.866667
sleep science and improving sleep quality,44,0.613636,0.9
sleep science and improving sleep quality,45,0.622222,0.933333
sleep science and improving sleep quality,46,0.608696,0.933333
sleep science and improving sleep quality,47,0.617021,0.966667
sleep science and improving sleep quality,48,0.604167,0.966667
sleep science and improving sleep quality,49,0.591837,0.966667
sleep science and improving sleep quality,50,0.6,1.0
mindfulness meditation and stress reduction,1,1.0,0.022222
mindfulness meditation and stress reduction,2,1.0,0.044444
mindfulness meditation and stress reduction,3,1.0,0.066667
mindfulness meditation and stress reduction,4,1.0,0.088889
mindfulness meditation and stress reduction,5,1.0,0.111111
mindfulness meditation and stress reduction,6,1.0,0.133333
mindfulness meditation and stress reduction,7,1.0,0.155556
mindfulness meditation and stress reduction,8,0.875,0.155556
mindfulness meditation and stress reduction,9,0.888889,0.177778
mindfulness meditation and stress reduction,10,0.9,0.2
mindfulness meditation and stress reduction,11,0.909091,0.222222
mindfulness meditation and stress reduction,12,0.916667,0.244444
mindfulness meditation and stress reduction,13,0.846154,0.244444
mindfulness meditation and stress reduction,14,0.857143,0.266667
mindfulness meditation and stress reduction,15,0.866667,0.288889
mindfulness meditation and stress reduction,16,0.875,0.311111
mindfulness meditation and stress reduction,17,0.882353,0.333333
mindfulness meditation and stress reduction,18,0.888889,0.355556
mindfulness meditation and stress reduction,19,0.894737,0.377778
mindfulness meditation and stress reduction,20,0.9,0.4
mindfulness meditation and stress reduction,21,0.857143,0.4
mindfulness meditation and stress reduction,22,0.818182,0.4
mindfulness meditation and stress reduction,23,0.826087,0.422222
mindfulness meditation and stress reduction,24,0.833333,0.444444
mindfulness meditation and stress reduction,25,0.84,0.466667
mindfulness meditation and stress reduction,26,0.846154,0.488889
mindfulness meditation and stress reduction,27,0.851852,0.511111
mindfulness meditation and stress reduction,28,0.857143,0.533333
mindfulness meditation and stress reduction,29,0.862069,0.555556
mindfulness meditation and stress reduction,30,0.866667,0.577778
mindfulness meditation and stress reduction,31,0.870968,0.6
mindfulness meditation and stress reduction,32,0.875,0.622222
mindfulness meditation and stress reduction,33,0.878788,0.644444
mindfulness meditation and stress reduction,34,0.852941,0.644444
mindfulness meditation and stress reduction,35,0.857143,0.666667
mindfulness meditation and stress reduction,36,0.861111,0.688889
mindfulness meditation and stress reduction,37,0.864865,0.711111
mindfulness meditation and stress reduction,38,0.868421,0.733333
mindfulness meditation and stress reduction,39,0.871795,0.755556
mindfulness meditation and stress reduction,40,0.875,0.777778
mindfulness meditation and stress reduction,41,0.878049,0.8
mindfulness meditation and stress reduction,42,0.880952,0.822222
mindfulness meditation and stress reduction,43,0.883721,0.844444
mindfulness meditation and stress reduction,44,0.886364,0.866667
mindfulness meditation and stress reduction,45,0.888889,0.888889
mindfulness meditation and stress reduction,46,0.891304,0.911111
mindfulness meditation and stress reduction,47,0.893617,0.933333
mindfulness meditation and stress reduction,48,0.895833,0.955556
mindfulness meditation and stress reduction,49,0.897959,0.977778
mindfulness meditation and stress reduction,50,0.9,1.0
addiction recovery and substance abuse,1,1.0,0.020833
addiction recovery and substance abuse,2,1.0,0.041667
addiction recovery and substance abuse,3,1.0,0.0625
addiction recovery and substance abuse,4,1.0,0.083333
addiction recovery and substance abuse,5,1.0,0.104167
addiction recovery and substance abuse,6,1.0,0.125
addiction recovery and substance abuse,7,1.0,0.145833
addiction recovery and substance abuse,8,1.0,0.166667
addiction recovery and substance abuse,9,1.0,0.1875
addiction recovery and substance abuse,10,1.0,0.208333
addiction recovery and substance abuse,11,1.0,0.229167
addiction recovery and substance abuse,12,1.0,0.25
addiction recovery and substance abuse,13,1.0,0.270833
addiction recovery and substance abuse,14,1.0,0.291667
addiction recovery and substance abuse,15,1.0,0.3125
addiction recovery and substance abuse,16,1.0,0.333333
addiction recovery and substance abuse,17,1.0,0.354167
addiction recovery and substance abuse,18,1.0,0.375
addiction recovery and substance abuse,19,1.0,0.395833
addiction recovery and substance abuse,20,1.0,0.416667
addiction recovery and substance abuse,21,1.0,0.4375
addiction recovery and substance abuse,22,1.0,0.458333
addiction recovery and substance abuse,23,1.0,0.479167
addiction recovery and substance abuse,24,1.0,0.5
addiction recovery and substance abuse,25,1.0,0.520833
addiction recovery and substance abuse,26,1.0,0.541667
addiction recovery and substance abuse,27,1.0,0.5625
addiction recovery and substance abuse,28,1.0,0.583333
addiction recovery and substance abuse,29,1.0,0.604167
addiction recovery and substance abuse,30,1.0,0.625
addiction recovery and substance abuse,31,1.0,0.645833
addiction recovery and substance abuse,32,1.0,0.666667
addiction recovery and substance abuse,33,0.969697,0.666667
addiction recovery and substance abuse,34,0.970588,0.6875
addiction recovery and substance abuse,35,0.971429,0.708333
addiction recovery and substance abuse,36,0.972222,0.729167
addiction recovery and substance abuse,37,0.972973,0.75
addiction recovery and substance abuse,38,0.973684,0.770833
addiction recovery and substance abuse,39,0.974359,0.791667
addiction recovery and substance abuse,40,0.975,0.8125
addiction recovery and substance abuse,41,0.97561,0.833333
addiction recovery and substance abuse,42,0.97619,0.854167
addiction recovery and substance abuse,43,0.976744,0.875
addiction recovery and substance abuse,44,0.977273,0.895833
addiction recovery and substance abuse,45,0.977778,0.916667
addiction recovery and substance abuse,46,0.978261,0.9375
addiction recovery and substance abuse,47,0.957447,0.9375
addiction recovery and substance abuse,48,0.958333,0.958333
addiction recovery and substance abuse,49,0.959184,0.979167
addiction recovery and substance abuse,50,0.96,1.0
diet culture and body positivity movement,1,1.0,0.025641
diet culture and body positivity movement,2,1.0,0.051282
diet culture and body positivity movement,3,1.0,0.076923
diet culture and body positivity movement,4,1.0,0.102564
diet culture and body positivity movement,5,1.0,0.128205
diet culture and body positivity movement,6,1.0,0.153846
diet culture and body positivity movement,7,0.857143,0.153846
diet culture and body positivity movement,8,0.875,0.179487
diet culture and body positivity movement,9,0.777778,0.179487
diet culture and body positivity movement,10,0.8,0.205128
diet culture and body positivity movement,11,0.818182,0.230769
diet culture and body positivity movement,12,0.75,0.230769
diet culture and body positivity movement,13,0.692308,0.230769
diet culture and body positivity movement,14,0.714286,0.25641
diet culture and body positivity movement,15,0.733333,0.282051
diet culture and body positivity movement,16,0.75,0.307692
diet culture and body positivity movement,17,0.764706,0.333333
diet culture and body positivity movement,18,0.722222,0.333333
diet culture and body positivity movement,19,0.684211,0.333333
diet culture and body positivity movement,20,0.7,0.358974
diet culture and body positivity movement,21,0.714286,0.384615
diet culture and body positivity movement,22,0.727273,0.410256
diet culture and body positivity movement,23,0.73913,0.435897
diet culture and body positivity movement,24,0.75,0.461538
diet culture and body positivity movement,25,0.76,0.487179
diet culture and body positivity movement,26,0.769231,0.512821
diet culture and body positivity movement,27,0.777778,0.538462
diet culture and body positivity movement,28,0.785714,0.564103
diet culture and body positivity movement,29,0.793103,0.589744
diet culture and body positivity movement,30,0.8,0.615385
diet culture and body positivity movement,31,0.806452,0.641026
diet culture and body positivity movement,32,0.8125,0.666667
diet culture and body positivity movement,33,0.818182,0.692308
diet culture and body positivity movement,34,0.823529,0.717949
diet culture and body positivity movement,35,0.8,0.717949
diet culture and body positivity movement,36,0.777778,0.717949
diet culture and body positivity movement,37,0.756757,0.717949
diet culture and body positivity movement,38,0.763158,0.74359
diet culture and body positivity movement,39,0.769231,0.769231
diet culture and body positivity movement,40,0.75,0.769231
diet culture and body positivity movement,41,0.756098,0.794872
diet culture and body positivity movement,42,0.756098,0.794872
diet culture and body positivity movement,43,0.761905,0.820513
diet culture and body positivity movement,44,0.767442,0.846154
diet culture and body positivity movement,45,0.772727,0.871795
diet culture and body positivity movement,46,0.777778,0.897436
diet culture and body positivity movement,47,0.782609,0.923077
diet culture and body positivity movement,48,0.787234,0.948718
diet culture and body positivity movement,49,0.791667,0.974359
diet culture and body positivity movement,50,0.795918,1.0
long COVID symptoms and post-viral fatigue,1,1.0,0.1
long COVID symptoms and post-viral fatigue,2,0.5,0.1
long COVID symptoms and post-viral fatigue,3,0.333333,0.1
long COVID symptoms and post-viral fatigue,4,0.5,0.2
long COVID symptoms and post-viral fatigue,5,0.4,0.2
long COVID symptoms and post-viral fatigue,6,0.333333,0.2
long COVID symptoms and post-viral fatigue,7,0.285714,0.2
long COVID symptoms and post-viral fatigue,8,0.285714,0.2
long COVID symptoms and post-viral fatigue,9,0.25,0.2
long COVID symptoms and post-viral fatigue,10,0.222222,0.2
long COVID symptoms and post-viral fatigue,11,0.2,0.2
long COVID symptoms and post-viral fatigue,12,0.181818,0.2
long COVID symptoms and post-viral fatigue,13,0.166667,0.2
long COVID symptoms and post-viral fatigue,14,0.153846,0.2
long COVID symptoms and post-viral fatigue,15,0.142857,0.2
long COVID symptoms and post-viral fatigue,16,0.2,0.3
long COVID symptoms and post-viral fatigue,17,0.1875,0.3
long COVID symptoms and post-viral fatigue,18,0.176471,0.3
long COVID symptoms and post-viral fatigue,19,0.222222,0.4
long COVID symptoms and post-viral fatigue,20,0.210526,0.4
long COVID symptoms and post-viral fatigue,21,0.2,0.4
long COVID symptoms and post-viral fatigue,22,0.238095,0.5
long COVID symptoms and post-viral fatigue,23,0.227273,0.5
long COVID symptoms and post-viral fatigue,24,0.217391,0.5
long COVID symptoms and post-viral fatigue,25,0.208333,0.5
long COVID symptoms and post-viral fatigue,26,0.2,0.5
long COVID symptoms and post-viral fatigue,27,0.230769,0.6
long COVID symptoms and post-viral fatigue,28,0.222222,0.6
long COVID symptoms and post-viral fatigue,29,0.25,0.7
long COVID symptoms and post-viral fatigue,30,0.241379,0.7
long COVID symptoms and post-viral fatigue,31,0.233333,0.7
long COVID symptoms and post-viral fatigue,32,0.225806,0.7
long COVID symptoms and post-viral fatigue,33,0.21875,0.7
long COVID symptoms and post-viral fatigue,34,0.212121,0.7
long COVID symptoms and post-viral fatigue,35,0.235294,0.8
long COVID symptoms and post-viral fatigue,36,0.235294,0.8
long COVID symptoms and post-viral fatigue,37,0.228571,0.8
long COVID symptoms and post-viral fatigue,38,0.222222,0.8
long COVID symptoms and post-viral fatigue,39,0.216216,0.8
long COVID symptoms and post-viral fatigue,40,0.210526,0.8
long COVID symptoms and post-viral fatigue,41,0.210526,0.8
long COVID symptoms and post-viral fatigue,42,0.205128,0.8
long COVID symptoms and post-viral fatigue,43,0.205128,0.8
long COVID symptoms and post-viral fatigue,44,0.2,0.8
long COVID symptoms and post-viral fatigue,45,0.195122,0.8
long COVID symptoms and post-viral fatigue,46,0.214286,0.9
long COVID symptoms and post-viral fatigue,47,0.209302,0.9
long COVID symptoms and post-viral fatigue,48,0.204545,0.9
long COVID symptoms and post-viral fatigue,49,0.2,0.9
long COVID symptoms and post-viral fatigue,50,0.217391,1.0
therapy and the stigma around seeking help,1,1.0,0.020833
therapy and the stigma around seeking help,2,1.0,0.041667
therapy and the stigma around seeking help,3,1.0,0.0625
therapy and the stigma around seeking help,4,1.0,0.083333
therapy and the stigma around seeking help,5,1.0,0.104167
therapy and the stigma around seeking help,6,1.0,0.125
therapy and the stigma around seeking help,7,1.0,0.145833
therapy and the stigma around seeking help,8,1.0,0.166667
therapy and the stigma around seeking help,9,1.0,0.1875
therapy and the stigma around seeking help,10,1.0,0.208333
therapy and the stigma around seeking help,11,1.0,0.229167
therapy and the stigma around seeking help,12,1.0,0.25
therapy and the stigma around seeking help,13,1.0,0.270833
therapy and the stigma around seeking help,14,1.0,0.291667
therapy and the stigma around seeking help,15,1.0,0.3125
therapy and the stigma around seeking help,16,1.0,0.333333
therapy and the stigma around seeking help,17,1.0,0.354167
therapy and the stigma around seeking help,18,1.0,0.375
therapy and the stigma around seeking help,19,1.0,0.395833
therapy and the stigma around seeking help,20,1.0,0.416667
therapy and the stigma around seeking help,21,1.0,0.4375
therapy and the stigma around seeking help,22,1.0,0.458333
therapy and the stigma around seeking help,23,1.0,0.479167
therapy and the stigma around seeking help,24,1.0,0.5
therapy and the stigma around seeking help,25,1.0,0.520833
therapy and the stigma around seeking help,26,1.0,0.541667
therapy and the stigma around seeking help,27,1.0,0.5625
therapy and the stigma around seeking help,28,1.0,0.583333
therapy and the stigma around seeking help,29,1.0,0.604167
therapy and the stigma around seeking help,30,1.0,0.625
therapy and the stigma around seeking help,31,1.0,0.645833
therapy and the stigma around seeking help,32,0.96875,0.645833
therapy and the stigma around seeking help,33,0.969697,0.666667
therapy and the stigma around seeking help,34,0.970588,0.6875
therapy and the stigma around seeking help,35,0.971429,0.708333
therapy and the stigma around seeking help,36,0.972222,0.729167
therapy and the stigma around seeking help,37,0.972973,0.75
therapy and the stigma around seeking help,38,0.973684,0.770833
therapy and the stigma around seeking help,39,0.974359,0.791667
therapy and the stigma around seeking help,40,0.975,0.8125
therapy and the stigma around seeking help,41,0.97561,0.833333
therapy and the stigma around seeking help,42,0.97619,0.854167
therapy and the stigma around seeking help,43,0.976744,0.875
therapy and the stigma around seeking help,44,0.954545,0.875
therapy and the stigma around seeking help,45,0.955556,0.895833
therapy and the stigma around seeking help,46,0.956522,0.916667
therapy and the stigma around seeking help,47,0.957447,0.9375
therapy and the stigma around seeking help,48,0.958333,0.958333
therapy and the stigma around seeking help,49,0.959184,0.979167
therapy and the stigma around seeking help,50,0.96,1.0
exercise science and high intensity interval training,1,1.0,0.020408
exercise science and high intensity interval training,2,1.0,0.040816
exercise science and high intensity interval training,3,1.0,0.061224
exercise science and high intensity interval training,4,1.0,0.081633
exercise science and high intensity interval training,5,1.0,0.102041
exercise science and high intensity interval training,6,1.0,0.122449
exercise science and high intensity interval training,7,1.0,0.142857
exercise science and high intensity interval training,8,1.0,0.163265
exercise science and high intensity interval training,9,1.0,0.183673
exercise science and high intensity interval training,10,1.0,0.204082
exercise science and high intensity interval training,11,1.0,0.22449
exercise science and high intensity interval training,12,1.0,0.244898
exercise science and high intensity interval training,13,1.0,0.265306
exercise science and high intensity interval training,14,1.0,0.285714
exercise science and high intensity interval training,15,1.0,0.306122
exercise science and high intensity interval training,16,1.0,0.326531
exercise science and high intensity interval training,17,1.0,0.346939
exercise science and high intensity interval training,18,1.0,0.367347
exercise science and high intensity interval training,19,1.0,0.387755
exercise science and high intensity interval training,20,1.0,0.408163
exercise science and high intensity interval training,21,1.0,0.428571
exercise science and high intensity interval training,22,1.0,0.44898
exercise science and high intensity interval training,23,1.0,0.469388
exercise science and high intensity interval training,24,1.0,0.489796
exercise science and high intensity interval training,25,1.0,0.510204
exercise science and high intensity interval training,26,1.0,0.530612
exercise science and high intensity interval training,27,1.0,0.55102
exercise science and high intensity interval training,28,1.0,0.571429
exercise science and high intensity interval training,29,1.0,0.591837
exercise science and high intensity interval training,30,1.0,0.612245
exercise science and high intensity interval training,31,0.967742,0.612245
exercise science and high intensity interval training,32,0.96875,0.632653
exercise science and high intensity interval training,33,0.969697,0.653061
exercise science and high intensity interval training,34,0.970588,0.673469
exercise science and high intensity interval training,35,0.971429,0.693878
exercise science and high intensity interval training,36,0.972222,0.714286
exercise science and high intensity interval training,37,0.972973,0.734694
exercise science and high intensity interval training,38,0.973684,0.755102
exercise science and high intensity interval training,39,0.974359,0.77551
exercise science and high intensity interval training,40,0.975,0.795918
exercise science and high intensity interval training,41,0.97561,0.816327
exercise science and high intensity interval training,42,0.97619,0.836735
exercise science and high intensity interval training,43,0.976744,0.857143
exercise science and high intensity interval training,44,0.977273,0.877551
exercise science and high intensity interval training,45,0.977778,0.897959
exercise science and high intensity interval training,46,0.978261,0.918367
exercise science and high intensity interval training,47,0.978723,0.938776
exercise science and high intensity interval training,48,0.979167,0.959184
exercise science and high intensity interval training,49,0.979592,0.979592
exercise science and high intensity interval training,50,0.98,1.0
gut health microbiome and its effect on mood,1,1.0,0.02439
gut health microbiome and its effect on mood,2,1.0,0.04878
gut health microbiome and its effect on mood,3,1.0,0.073171
gut health microbiome and its effect on mood,4,1.0,0.097561
gut health microbiome and its effect on mood,5,1.0,0.121951
gut health microbiome and its effect on mood,6,1.0,0.146341
gut health microbiome and its effect on mood,7,1.0,0.170732
gut health microbiome and its effect on mood,8,1.0,0.195122
gut health microbiome and its effect on mood,9,1.0,0.219512
gut health microbiome and its effect on mood,10,0.9,0.219512
gut health microbiome and its effect on mood,11,0.909091,0.243902
gut health microbiome and its effect on mood,12,0.916667,0.268293
gut health microbiome and its effect on mood,13,0.846154,0.268293
gut health microbiome and its effect on mood,14,0.857143,0.292683
gut health microbiome and its effect on mood,15,0.866667,0.317073
gut health microbiome and its effect on mood,16,0.8125,0.317073
gut health microbiome and its effect on mood,17,0.823529,0.341463
gut health microbiome and its effect on mood,18,0.833333,0.365854
gut health microbiome and its effect on mood,19,0.842105,0.390244
gut health microbiome and its effect on mood,20,0.85,0.414634
gut health microbiome and its effect on mood,21,0.857143,0.439024
gut health microbiome and its effect on mood,22,0.863636,0.463415
gut health microbiome and its effect on mood,23,0.826087,0.463415
gut health microbiome and its effect on mood,24,0.833333,0.487805
gut health microbiome and its effect on mood,25,0.84,0.512195
gut health microbiome and its effect on mood,26,0.846154,0.536585
gut health microbiome and its effect on mood,27,0.851852,0.560976
gut health microbiome and its effect on mood,28,0.821429,0.560976
gut health microbiome and its effect on mood,29,0.793103,0.560976
gut health microbiome and its effect on mood,30,0.8,0.585366
gut health microbiome and its effect on mood,31,0.774194,0.585366
gut health microbiome and its effect on mood,32,0.78125,0.609756
gut health microbiome and its effect on mood,33,0.787879,0.634146
gut health microbiome and its effect on mood,34,0.794118,0.658537
gut health microbiome and its effect on mood,35,0.8,0.682927
gut health microbiome and its effect on mood,36,0.805556,0.707317
gut health microbiome and its effect on mood,37,0.810811,0.731707
gut health microbiome and its effect on mood,38,0.789474,0.731707
gut health microbiome and its effect on mood,39,0.794872,0.756098
gut health microbiome and its effect on mood,40,0.8,0.780488
gut health microbiome and its effect on mood,41,0.804878,0.804878
gut health microbiome and its effect on mood,42,0.809524,0.829268
gut health microbiome and its effect on mood,43,0.813953,0.853659
gut health microbiome and its effect on mood,44,0.818182,0.878049
gut health microbiome and its effect on mood,45,0.822222,0.902439
gut health microbiome and its effect on mood,46,0.826087,0.926829
gut health microbiome and its effect on mood,47,0.829787,0.95122
gut health microbiome and its effect on mood,48,0.833333,0.97561
gut health microbiome and its effect on mood,49,0.836735,1.0
gut health microbiome and its effect on mood,50,0.82,1.0
burnout and chronic workplace stress,1,1.0,0.037037
burnout and chronic workplace stress,2,1.0,0.074074
burnout and chronic workplace stress,3,1.0,0.111111
burnout and chronic workplace stress,4,1.0,0.148148
burnout and chronic workplace stress,5,0.8,0.148148
burnout and chronic workplace stress,6,0.833333,0.185185
burnout and chronic workplace stress,7,0.857143,0.222222
burnout and chronic workplace stress,8,0.875,0.259259
burnout and chronic workplace stress,9,0.777778,0.259259
burnout and chronic workplace stress,10,0.8,0.296296
burnout and chronic workplace stress,11,0.727273,0.296296
burnout and chronic workplace stress,12,0.75,0.333333
burnout and chronic workplace stress,13,0.692308,0.333333
burnout and chronic workplace stress,14,0.714286,0.37037
burnout and chronic workplace stress,15,0.733333,0.407407
burnout and chronic workplace stress,16,0.6875,0.407407
burnout and chronic workplace stress,17,0.705882,0.444444
burnout and chronic workplace stress,18,0.666667,0.444444
burnout and chronic workplace stress,19,0.684211,0.481481
burnout and chronic workplace stress,20,0.65,0.481481
burnout and chronic workplace stress,21,0.666667,0.518519
burnout and chronic workplace stress,22,0.681818,0.555556
burnout and chronic workplace stress,23,0.652174,0.555556
burnout and chronic workplace stress,24,0.625,0.555556
burnout and chronic workplace stress,25,0.6,0.555556
burnout and chronic workplace stress,26,0.615385,0.592593
burnout and chronic workplace stress,27,0.62963,0.62963
burnout and chronic workplace stress,28,0.607143,0.62963
burnout and chronic workplace stress,29,0.586207,0.62963
burnout and chronic workplace stress,30,0.6,0.666667
burnout and chronic workplace stress,31,0.612903,0.703704
burnout and chronic workplace stress,32,0.625,0.740741
burnout and chronic workplace stress,33,0.606061,0.740741
burnout and chronic workplace stress,34,0.617647,0.777778
burnout and chronic workplace stress,35,0.6,0.777778
burnout and chronic workplace stress,36,0.611111,0.814815
burnout and chronic workplace stress,37,0.594595,0.814815
burnout and chronic workplace stress,38,0.605263,0.851852
burnout and chronic workplace stress,39,0.615385,0.888889
burnout and chronic workplace stress,40,0.6,0.888889
burnout and chronic workplace stress,41,0.609756,0.925926
burnout and chronic workplace stress,42,0.595238,0.925926
burnout and chronic workplace stress,43,0.581395,0.925926
burnout and chronic workplace stress,44,0.590909,0.962963
burnout and chronic workplace stress,45,0.6,1.0
burnout and chronic workplace stress,46,0.586957,1.0
burnout and chronic workplace stress,47,0.574468,1.0
burnout and chronic workplace stress,48,0.5625,1.0
burnout and chronic workplace stress,49,0.55102,1.0
burnout and chronic workplace stress,50,0.54,1.0
true crime investigations and criminal psychology,1,1.0,0.021277
true crime investigations and criminal psychology,2,1.0,0.042553
true crime investigations and criminal psychology,3,1.0,0.06383
true crime investigations and criminal psychology,4,1.0,0.085106
true crime investigations and criminal psychology,5,1.0,0.106383
true crime investigations and criminal psychology,6,1.0,0.12766
true crime investigations and criminal psychology,7,1.0,0.148936
true crime investigations and criminal psychology,8,1.0,0.170213
true crime investigations and criminal psychology,9,1.0,0.191489
true crime investigations and criminal psychology,10,1.0,0.212766
true crime investigations and criminal psychology,11,1.0,0.234043
true crime investigations and criminal psychology,12,1.0,0.255319
true crime investigations and criminal psychology,13,1.0,0.276596
true crime investigations and criminal psychology,14,1.0,0.297872
true crime investigations and criminal psychology,15,1.0,0.319149
true crime investigations and criminal psychology,16,1.0,0.340426
