query,rank,precision,recall
women in leadership and the gender pay gap,33,1.0,0.673469
women in leadership and the gender pay gap,34,1.0,0.693878
women in leadership and the gender pay gap,35,1.0,0.714286
women in leadership and the gender pay gap,36,1.0,0.734694
women in leadership and the gender pay gap,37,1.0,0.755102
women in leadership and the gender pay gap,38,1.0,0.77551
women in leadership and the gender pay gap,39,1.0,0.795918
women in leadership and the gender pay gap,40,1.0,0.816327
women in leadership and the gender pay gap,41,1.0,0.836735
women in leadership and the gender pay gap,42,1.0,0.857143
women in leadership and the gender pay gap,43,1.0,0.877551
women in leadership and the gender pay gap,44,1.0,0.897959
women in leadership and the gender pay gap,45,0.977778,0.897959
women in leadership and the gender pay gap,46,0.978261,0.918367
women in leadership and the gender pay gap,47,0.978723,0.938776
women in leadership and the gender pay gap,48,0.979167,0.959184
women in leadership and the gender pay gap,49,0.979592,0.979592
women in leadership and the gender pay gap,50,0.98,1.0
mental health during quarantine and isolation,1,1.0,0.025
mental health during quarantine and isolation,2,1.0,0.05
mental health during quarantine and isolation,3,1.0,0.075
mental health during quarantine and isolation,4,1.0,0.1
mental health during quarantine and isolation,5,1.0,0.125
mental health during quarantine and isolation,6,1.0,0.15
mental health during quarantine and isolation,7,1.0,0.175
mental health during quarantine and isolation,8,1.0,0.2
mental health during quarantine and isolation,9,1.0,0.225
mental health during quarantine and isolation,10,0.9,0.225
mental health during quarantine and isolation,11,0.909091,0.25
mental health during quarantine and isolation,12,0.833333,0.25
mental health during quarantine and isolation,13,0.846154,0.275
mental health during quarantine and isolation,14,0.857143,0.3
mental health during quarantine and isolation,15,0.866667,0.325
mental health during quarantine and isolation,16,0.875,0.35
mental health during quarantine and isolation,17,0.823529,0.35
mental health during quarantine and isolation,18,0.833333,0.375
mental health during quarantine and isolation,19,0.842105,0.4
mental health during quarantine and isolation,20,0.85,0.425
mental health during quarantine and isolation,21,0.857143,0.45
mental health during quarantine and isolation,22,0.863636,0.475
mental health during quarantine and isolation,23,0.869565,0.5
mental health during quarantine and isolation,24,0.875,0.525
mental health during quarantine and isolation,25,0.84,0.525
mental health during quarantine and isolation,26,0.846154,0.55
mental health during quarantine and isolation,27,0.851852,0.575
mental health during quarantine and isolation,28,0.857143,0.6
mental health during quarantine and isolation,29,0.862069,0.625
mental health during quarantine and isolation,30,0.866667,0.65
mental health during quarantine and isolation,31,0.870968,0.675
mental health during quarantine and isolation,32,0.84375,0.675
mental health during quarantine and isolation,33,0.848485,0.7
mental health during quarantine and isolation,34,0.852941,0.725
mental health during quarantine and isolation,35,0.857143,0.75
mental health during quarantine and isolation,36,0.861111,0.775
mental health during quarantine and isolation,37,0.837838,0.775
mental health during quarantine and isolation,38,0.842105,0.8
mental health during quarantine and isolation,39,0.846154,0.825
mental health during quarantine and isolation,40,0.85,0.85
mental health during quarantine and isolation,41,0.853659,0.875
mental health during quarantine and isolation,42,0.833333,0.875
mental health during quarantine and isolation,43,0.837209,0.9
mental health during quarantine and isolation,44,0.840909,0.925
mental health during quarantine and isolation,45,0.822222,0.925
mental health during quarantine and isolation,46,0.826087,0.95
mental health during quarantine and isolation,47,0.808511,0.95
mental health during quarantine and isolation,48,0.8125,0.975
mental health during quarantine and isolation,49,0.816327,1.0
mental health during quarantine and isolation,50,0.8,1.0
sleep science and improving sleep quality,1,1.0,0.02
sleep science and improving sleep quality,2,1.0,0.04
sleep science and improving sleep quality,3,1.0,0.06
sleep science and improving sleep quality,4,1.0,0.08
sleep science and improving sleep quality,5,1.0,0.1
sleep science and improving sleep quality,6,1.0,0.12
sleep science and improving sleep quality,7,1.0,0.14
sleep science and improving sleep quality,8,1.0,0.16
sleep science and improving sleep quality,9,1.0,0.18
sleep science and improving sleep quality,10,1.0,0.2
sleep science and improving sleep quality,11,1.0,0.22
sleep science and improving sleep quality,12,1.0,0.24
sleep science and improving sleep quality,13,1.0,0.26
sleep science and improving sleep quality,14,1.0,0.28
sleep science and improving sleep quality,15,1.0,0.3
sleep science and improving sleep quality,16,1.0,0.32
sleep science and improving sleep quality,17,1.0,0.34
sleep science and improving sleep quality,18,1.0,0.36
sleep science and improving sleep quality,19,1.0,0.38
sleep science and improving sleep quality,20,1.0,0.4
sleep science and improving sleep quality,21,1.0,0.42
sleep science and improving sleep quality,22,1.0,0.44
sleep science and improving sleep quality,23,1.0,0.46
sleep science and improving sleep quality,24,1.0,0.48
sleep science and improving sleep quality,25,1.0,0.5
sleep science and improving sleep quality,26,1.0,0.52
sleep science and improving sleep quality,27,1.0,0.54
sleep science and improving sleep quality,28,1.0,0.56
sleep science and improving sleep quality,29,1.0,0.58
sleep science and improving sleep quality,30,1.0,0.6
sleep science and improving sleep quality,31,1.0,0.62
sleep science and improving sleep quality,32,1.0,0.64
sleep science and improving sleep quality,33,1.0,0.66
sleep science and improving sleep quality,34,1.0,0.68
sleep science and improving sleep quality,35,1.0,0.7
sleep science and improving sleep quality,36,1.0,0.72
sleep science and improving sleep quality,37,1.0,0.74
sleep science and improving sleep quality,38,1.0,0.76
sleep science and improving sleep quality,39,1.0,0.78
sleep science and improving sleep quality,40,1.0,0.8
sleep science and improving sleep quality,41,1.0,0.82
sleep science and improving sleep quality,42,1.0,0.84
sleep science and improving sleep quality,43,1.0,0.86
sleep science and improving sleep quality,44,1.0,0.88
sleep science and improving sleep quality,45,1.0,0.9
sleep science and improving sleep quality,46,1.0,0.92
sleep science and improving sleep quality,47,1.0,0.94
sleep science and improving sleep quality,48,1.0,0.96
sleep science and improving sleep quality,49,1.0,0.98
sleep science and improving sleep quality,50,1.0,1.0
mindfulness meditation and stress reduction,1,1.0,0.02
mindfulness meditation and stress reduction,2,1.0,0.04
mindfulness meditation and stress reduction,3,1.0,0.06
mindfulness meditation and stress reduction,4,1.0,0.08
mindfulness meditation and stress reduction,5,1.0,0.1
mindfulness meditation and stress reduction,6,1.0,0.12
mindfulness meditation and stress reduction,7,1.0,0.14
mindfulness meditation and stress reduction,8,1.0,0.16
mindfulness meditation and stress reduction,9,1.0,0.18
mindfulness meditation and stress reduction,10,1.0,0.2
mindfulness meditation and stress reduction,11,1.0,0.22
mindfulness meditation and stress reduction,12,1.0,0.24
mindfulness meditation and stress reduction,13,1.0,0.26
mindfulness meditation and stress reduction,14,1.0,0.28
mindfulness meditation and stress reduction,15,1.0,0.3
mindfulness meditation and stress reduction,16,1.0,0.32
mindfulness meditation and stress reduction,17,1.0,0.34
mindfulness meditation and stress reduction,18,1.0,0.36
mindfulness meditation and stress reduction,19,1.0,0.38
mindfulness meditation and stress reduction,20,1.0,0.4
mindfulness meditation and stress reduction,21,1.0,0.42
mindfulness meditation and stress reduction,22,1.0,0.44
mindfulness meditation and stress reduction,23,1.0,0.46
mindfulness meditation and stress reduction,24,1.0,0.48
mindfulness meditation and stress reduction,25,1.0,0.5
mindfulness meditation and stress reduction,26,1.0,0.52
mindfulness meditation and stress reduction,27,1.0,0.54
mindfulness meditation and stress reduction,28,1.0,0.56
mindfulness meditation and stress reduction,29,1.0,0.58
mindfulness meditation and stress reduction,30,1.0,0.6
mindfulness meditation and stress reduction,31,1.0,0.62
mindfulness meditation and stress reduction,32,1.0,0.64
mindfulness meditation and stress reduction,33,1.0,0.66
mindfulness meditation and stress reduction,34,1.0,0.68
mindfulness meditation and stress reduction,35,1.0,0.7
mindfulness meditation and stress reduction,36,1.0,0.72
mindfulness meditation and stress reduction,37,1.0,0.74
mindfulness meditation and stress reduction,38,1.0,0.76
mindfulness meditation and stress reduction,39,1.0,0.78
mindfulness meditation and stress reduction,40,1.0,0.8
mindfulness meditation and stress reduction,41,1.0,0.82
mindfulness meditation and stress reduction,42,1.0,0.84
mindfulness meditation and stress reduction,43,1.0,0.86
mindfulness meditation and stress reduction,44,1.0,0.88
mindfulness meditation and stress reduction,45,1.0,0.9
mindfulness meditation and stress reduction,46,1.0,0.92
mindfulness meditation and stress reduction,47,1.0,0.94
mindfulness meditation and stress reduction,48,1.0,0.96
mindfulness meditation and stress reduction,49,1.0,0.98
mindfulness meditation and stress reduction,50,1.0,1.0
addiction recovery and substance abuse,1,1.0,0.021277
addiction recovery and substance abuse,2,1.0,0.042553
addiction recovery and substance abuse,3,1.0,0.06383
addiction recovery and substance abuse,4,1.0,0.085106
addiction recovery and substance abuse,5,1.0,0.106383
addiction recovery and substance abuse,6,1.0,0.12766
addiction recovery and substance abuse,7,1.0,0.148936
addiction recovery and substance abuse,8,1.0,0.170213
addiction recovery and substance abuse,9,1.0,0.191489
addiction recovery and substance abuse,10,1.0,0.212766
addiction recovery and substance abuse,11,1.0,0.234043
addiction recovery and substance abuse,12,1.0,0.255319
addiction recovery and substance abuse,13,1.0,0.276596
addiction recovery and substance abuse,14,1.0,0.297872
addiction recovery and substance abuse,15,1.0,0.319149
addiction recovery and substance abuse,16,1.0,0.340426
addiction recovery and substance abuse,17,1.0,0.361702
addiction recovery and substance abuse,18,1.0,0.382979
addiction recovery and substance abuse,19,1.0,0.404255
addiction recovery and substance abuse,20,1.0,0.425532
addiction recovery and substance abuse,21,1.0,0.446809
addiction recovery and substance abuse,22,1.0,0.468085
addiction recovery and substance abuse,23,1.0,0.489362
addiction recovery and substance abuse,24,1.0,0.510638
addiction recovery and substance abuse,25,1.0,0.531915
addiction recovery and substance abuse,26,1.0,0.553191
addiction recovery and substance abuse,27,1.0,0.574468
addiction recovery and substance abuse,28,1.0,0.595745
addiction recovery and substance abuse,29,1.0,0.617021
addiction recovery and substance abuse,30,1.0,0.638298
addiction recovery and substance abuse,31,1.0,0.659574
addiction recovery and substance abuse,32,0.96875,0.659574
addiction recovery and substance abuse,33,0.969697,0.680851
addiction recovery and substance abuse,34,0.970588,0.702128
addiction recovery and substance abuse,35,0.971429,0.723404
addiction recovery and substance abuse,36,0.972222,0.744681
addiction recovery and substance abuse,37,0.972973,0.765957
addiction recovery and substance abuse,38,0.973684,0.787234
addiction recovery and substance abuse,39,0.974359,0.808511
addiction recovery and substance abuse,40,0.975,0.829787
addiction recovery and substance abuse,41,0.97561,0.851064
addiction recovery and substance abuse,42,0.952381,0.851064
addiction recovery and substance abuse,43,0.930233,0.851064
addiction recovery and substance abuse,44,0.931818,0.87234
addiction recovery and substance abuse,45,0.933333,0.893617
addiction recovery and substance abuse,46,0.934783,0.914894
addiction recovery and substance abuse,47,0.93617,0.93617
addiction recovery and substance abuse,48,0.9375,0.957447
addiction recovery and substance abuse,49,0.938776,0.978723
addiction recovery and substance abuse,50,0.94,1.0
diet culture and body positivity movement,1,1.0,0.02
diet culture and body positivity movement,2,1.0,0.04
diet culture and body positivity movement,3,1.0,0.06
diet culture and body positivity movement,4,1.0,0.08
diet culture and body positivity movement,5,1.0,0.1
diet culture and body positivity movement,6,1.0,0.12
diet culture and body positivity movement,7,1.0,0.14
diet culture and body positivity movement,8,1.0,0.16
diet culture and body positivity movement,9,1.0,0.18
diet culture and body positivity movement,10,1.0,0.2
diet culture and body positivity movement,11,1.0,0.22
diet culture and body positivity movement,12,1.0,0.24
diet culture and body positivity movement,13,1.0,0.26
diet culture and body positivity movement,14,1.0,0.28
diet culture and body positivity movement,15,1.0,0.3
diet culture and body positivity movement,16,1.0,0.32
diet culture and body positivity movement,17,1.0,0.34
diet culture and body positivity movement,18,1.0,0.36
diet culture and body positivity movement,19,1.0,0.38
diet culture and body positivity movement,20,1.0,0.4
diet culture and body positivity movement,21,1.0,0.42
diet culture and body positivity movement,22,1.0,0.44
diet culture and body positivity movement,23,1.0,0.46
diet culture and body positivity movement,24,1.0,0.48
diet culture and body positivity movement,25,1.0,0.5
diet culture and body positivity movement,26,1.0,0.52
diet culture and body positivity movement,27,1.0,0.54
diet culture and body positivity movement,28,1.0,0.56
diet culture and body positivity movement,29,1.0,0.58
diet culture and body positivity movement,30,1.0,0.6
diet culture and body positivity movement,31,1.0,0.62
diet culture and body positivity movement,32,1.0,0.64
diet culture and body positivity movement,33,1.0,0.66
diet culture and body positivity movement,34,1.0,0.68
diet culture and body positivity movement,35,1.0,0.7
diet culture and body positivity movement,36,1.0,0.72
diet culture and body positivity movement,37,1.0,0.74
diet culture and body positivity movement,38,1.0,0.76
diet culture and body positivity movement,39,1.0,0.78
diet culture and body positivity movement,40,1.0,0.8
diet culture and body positivity movement,41,1.0,0.82
diet culture and body positivity movement,42,1.0,0.84
diet culture and body positivity movement,43,1.0,0.86
diet culture and body positivity movement,44,1.0,0.88
diet culture and body positivity movement,45,1.0,0.9
diet culture and body positivity movement,46,1.0,0.92
diet culture and body positivity movement,47,1.0,0.94
diet culture and body positivity movement,48,1.0,0.96
diet culture and body positivity movement,49,1.0,0.98
diet culture and body positivity movement,50,1.0,1.0
long COVID symptoms and post-viral fatigue,1,1.0,0.04
long COVID symptoms and post-viral fatigue,2,1.0,0.08
long COVID symptoms and post-viral fatigue,3,1.0,0.12
long COVID symptoms and post-viral fatigue,4,1.0,0.16
long COVID symptoms and post-viral fatigue,5,0.8,0.16
long COVID symptoms and post-viral fatigue,6,0.833333,0.2
long COVID symptoms and post-viral fatigue,7,0.714286,0.2
long COVID symptoms and post-viral fatigue,8,0.625,0.2
long COVID symptoms and post-viral fatigue,9,0.555556,0.2
long COVID symptoms and post-viral fatigue,10,0.5,0.2
long COVID symptoms and post-viral fatigue,11,0.545455,0.24
long COVID symptoms and post-viral fatigue,12,0.583333,0.28
long COVID symptoms and post-viral fatigue,13,0.538462,0.28
long COVID symptoms and post-viral fatigue,14,0.571429,0.32
long COVID symptoms and post-viral fatigue,15,0.533333,0.32
long COVID symptoms and post-viral fatigue,16,0.5,0.32
long COVID symptoms and post-viral fatigue,17,0.529412,0.36
long COVID symptoms and post-viral fatigue,18,0.555556,0.4
long COVID symptoms and post-viral fatigue,19,0.526316,0.4
long COVID symptoms and post-viral fatigue,20,0.55,0.44
long COVID symptoms and post-viral fatigue,21,0.52381,0.44
long COVID symptoms and post-viral fatigue,22,0.545455,0.48
long COVID symptoms and post-viral fatigue,23,0.521739,0.48
long COVID symptoms and post-viral fatigue,24,0.5,0.48
long COVID symptoms and post-viral fatigue,25,0.52,0.52
long COVID symptoms and post-viral fatigue,26,0.538462,0.56
long COVID symptoms and post-viral fatigue,27,0.518519,0.56
long COVID symptoms and post-viral fatigue,28,0.535714,0.6
long COVID symptoms and post-viral fatigue,29,0.517241,0.6
long COVID symptoms and post-viral fatigue,30,0.5,0.6
long COVID symptoms and post-viral fatigue,31,0.516129,0.64
long COVID symptoms and post-viral fatigue,32,0.5,0.64
long COVID symptoms and post-viral fatigue,33,0.515152,0.68
long COVID symptoms and post-viral fatigue,34,0.529412,0.72
long COVID symptoms and post-viral fatigue,35,0.514286,0.72
long COVID symptoms and post-viral fatigue,36,0.5,0.72
long COVID symptoms and post-viral fatigue,37,0.513514,0.76
long COVID symptoms and post-viral fatigue,38,0.526316,0.8
long COVID symptoms and post-viral fatigue,39,0.538462,0.84
long COVID symptoms and post-viral fatigue,40,0.55,0.88
long COVID symptoms and post-viral fatigue,41,0.536585,0.88
long COVID symptoms and post-viral fatigue,42,0.547619,0.92
long COVID symptoms and post-viral fatigue,43,0.534884,0.92
long COVID symptoms and post-viral fatigue,44,0.545455,0.96
long COVID symptoms and post-viral fatigue,45,0.533333,0.96
long COVID symptoms and post-viral fatigue,46,0.521739,0.96
long COVID symptoms and post-viral fatigue,47,0.510638,0.96
long COVID symptoms and post-viral fatigue,48,0.520833,1.0
long COVID symptoms and post-viral fatigue,49,0.510204,1.0
long COVID symptoms and post-viral fatigue,50,0.5,1.0
therapy and the stigma around seeking help,1,1.0,0.020833
therapy and the stigma around seeking help,2,1.0,0.041667
therapy and the stigma around seeking help,3,1.0,0.0625
therapy and the stigma around seeking help,4,1.0,0.083333
therapy and the stigma around seeking help,5,1.0,0.104167
therapy and the stigma around seeking help,6,1.0,0.125
therapy and the stigma around seeking help,7,1.0,0.145833
therapy and the stigma around seeking help,8,1.0,0.166667
therapy and the stigma around seeking help,9,1.0,0.1875
therapy and the stigma around seeking help,10,1.0,0.208333
therapy and the stigma around seeking help,11,1.0,0.229167
therapy and the stigma around seeking help,12,1.0,0.25
therapy and the stigma around seeking help,13,1.0,0.270833
therapy and the stigma around seeking help,14,1.0,0.291667
therapy and the stigma around seeking help,15,1.0,0.3125
therapy and the stigma around seeking help,16,1.0,0.333333
therapy and the stigma around seeking help,17,1.0,0.354167
therapy and the stigma around seeking help,18,1.0,0.375
therapy and the stigma around seeking help,19,1.0,0.395833
therapy and the stigma around seeking help,20,0.95,0.395833
therapy and the stigma around seeking help,21,0.952381,0.416667
therapy and the stigma around seeking help,22,0.954545,0.4375
therapy and the stigma around seeking help,23,0.956522,0.458333
therapy and the stigma around seeking help,24,0.958333,0.479167
therapy and the stigma around seeking help,25,0.96,0.5
therapy and the stigma around seeking help,26,0.961538,0.520833
therapy and the stigma around seeking help,27,0.962963,0.541667
therapy and the stigma around seeking help,28,0.964286,0.5625
therapy and the stigma around seeking help,29,0.965517,0.583333
therapy and the stigma around seeking help,30,0.966667,0.604167
therapy and the stigma around seeking help,31,0.967742,0.625
therapy and the stigma around seeking help,32,0.96875,0.645833
therapy and the stigma around seeking help,33,0.969697,0.666667
therapy and the stigma around seeking help,34,0.970588,0.6875
therapy and the stigma around seeking help,35,0.971429,0.708333
therapy and the stigma around seeking help,36,0.972222,0.729167
therapy and the stigma around seeking help,37,0.972973,0.75
therapy and the stigma around seeking help,38,0.973684,0.770833
therapy and the stigma around seeking help,39,0.974359,0.791667
therapy and the stigma around seeking help,40,0.975,0.8125
therapy and the stigma around seeking help,41,0.97561,0.833333
therapy and the stigma around seeking help,42,0.97619,0.854167
therapy and the stigma around seeking help,43,0.976744,0.875
therapy and the stigma around seeking help,44,0.977273,0.895833
therapy and the stigma around seeking help,45,0.977778,0.916667
therapy and the stigma around seeking help,46,0.978261,0.9375
therapy and the stigma around seeking help,47,0.978723,0.958333
therapy and the stigma around seeking help,48,0.979167,0.979167
therapy and the stigma around seeking help,49,0.959184,0.979167
therapy and the stigma around seeking help,50,0.96,1.0
exercise science and high intensity interval training,1,1.0,0.021277
exercise science and high intensity interval training,2,1.0,0.042553
exercise science and high intensity interval training,3,1.0,0.06383
exercise science and high intensity interval training,4,1.0,0.085106
exercise science and high intensity interval training,5,1.0,0.106383
exercise science and high intensity interval training,6,1.0,0.12766
exercise science and high intensity interval training,7,1.0,0.148936
exercise science and high intensity interval training,8,1.0,0.170213
exercise science and high intensity interval training,9,1.0,0.191489
exercise science and high intensity interval training,10,1.0,0.212766
exercise science and high intensity interval training,11,1.0,0.234043
exercise science and high intensity interval training,12,1.0,0.255319
exercise science and high intensity interval training,13,1.0,0.276596
exercise science and high intensity interval training,14,1.0,0.297872
exercise science and high intensity interval training,15,1.0,0.319149
exercise science and high intensity interval training,16,1.0,0.340426
exercise science and high intensity interval training,17,1.0,0.361702
exercise science and high intensity interval training,18,1.0,0.382979
exercise science and high intensity interval training,19,1.0,0.404255
exercise science and high intensity interval training,20,1.0,0.425532
exercise science and high intensity interval training,21,1.0,0.446809
exercise science and high intensity interval training,22,1.0,0.468085
exercise science and high intensity interval training,23,1.0,0.489362
exercise science and high intensity interval training,24,1.0,0.510638
exercise science and high intensity interval training,25,1.0,0.531915
exercise science and high intensity interval training,26,1.0,0.553191
exercise science and high intensity interval training,27,1.0,0.574468
exercise science and high intensity interval training,28,1.0,0.595745
exercise science and high intensity interval training,29,1.0,0.617021
exercise science and high intensity interval training,30,1.0,0.638298
exercise science and high intensity interval training,31,1.0,0.659574
exercise science and high intensity interval training,32,1.0,0.680851
exercise science and high intensity interval training,33,1.0,0.702128
exercise science and high intensity interval training,34,0.970588,0.702128
exercise science and high intensity interval training,35,0.971429,0.723404
exercise science and high intensity interval training,36,0.972222,0.744681
exercise science and high intensity interval training,37,0.972973,0.765957
exercise science and high intensity interval training,38,0.947368,0.765957
exercise science and high intensity interval training,39,0.948718,0.787234
exercise science and high intensity interval training,40,0.95,0.808511
exercise science and high intensity interval training,41,0.95122,0.829787
exercise science and high intensity interval training,42,0.952381,0.851064
exercise science and high intensity interval training,43,0.953488,0.87234
exercise science and high intensity interval training,44,0.954545,0.893617
exercise science and high intensity interval training,45,0.955556,0.914894
exercise science and high intensity interval training,46,0.956522,0.93617
exercise science and high intensity interval training,47,0.957447,0.957447
exercise science and high intensity interval training,48,0.958333,0.978723
exercise science and high intensity interval training,49,0.959184,1.0
exercise science and high intensity interval training,50,0.94,1.0
gut health microbiome and its effect on mood,1,1.0,0.02
gut health microbiome and its effect on mood,2,1.0,0.04
gut health microbiome and its effect on mood,3,1.0,0.06
gut health microbiome and its effect on mood,4,1.0,0.08
gut health microbiome and its effect on mood,5,1.0,0.1
gut health microbiome and its effect on mood,6,1.0,0.12
gut health microbiome and its effect on mood,7,1.0,0.14
gut health microbiome and its effect on mood,8,1.0,0.16
gut health microbiome and its effect on mood,9,1.0,0.18
gut health microbiome and its effect on mood,10,1.0,0.2
gut health microbiome and its effect on mood,11,1.0,0.22
gut health microbiome and its effect on mood,12,1.0,0.24
gut health microbiome and its effect on mood,13,1.0,0.26
gut health microbiome and its effect on mood,14,1.0,0.28
gut health microbiome and its effect on mood,15,1.0,0.3
gut health microbiome and its effect on mood,16,1.0,0.32
gut health microbiome and its effect on mood,17,1.0,0.34
gut health microbiome and its effect on mood,18,1.0,0.36
gut health microbiome and its effect on mood,19,1.0,0.38
gut health microbiome and its effect on mood,20,1.0,0.4
gut health microbiome and its effect on mood,21,1.0,0.42
gut health microbiome and its effect on mood,22,1.0,0.44
gut health microbiome and its effect on mood,23,1.0,0.46
gut health microbiome and its effect on mood,24,1.0,0.48
gut health microbiome and its effect on mood,25,1.0,0.5
gut health microbiome and its effect on mood,26,1.0,0.52
gut health microbiome and its effect on mood,27,1.0,0.54
gut health microbiome and its effect on mood,28,1.0,0.56
gut health microbiome and its effect on mood,29,1.0,0.58
gut health microbiome and its effect on mood,30,1.0,0.6
gut health microbiome and its effect on mood,31,1.0,0.62
gut health microbiome and its effect on mood,32,1.0,0.64
gut health microbiome and its effect on mood,33,1.0,0.66
gut health microbiome and its effect on mood,34,1.0,0.68
gut health microbiome and its effect on mood,35,1.0,0.7
gut health microbiome and its effect on mood,36,1.0,0.72
gut health microbiome and its effect on mood,37,1.0,0.74
gut health microbiome and its effect on mood,38,1.0,0.76
gut health microbiome and its effect on mood,39,1.0,0.78
gut health microbiome and its effect on mood,40,1.0,0.8
gut health microbiome and its effect on mood,41,1.0,0.82
gut health microbiome and its effect on mood,42,1.0,0.84
gut health microbiome and its effect on mood,43,1.0,0.86
gut health microbiome and its effect on mood,44,1.0,0.88
gut health microbiome and its effect on mood,45,1.0,0.9
gut health microbiome and its effect on mood,46,1.0,0.92
gut health microbiome and its effect on mood,47,1.0,0.94
gut health microbiome and its effect on mood,48,1.0,0.96
gut health microbiome and its effect on mood,49,1.0,0.98
gut health microbiome and its effect on mood,50,1.0,1.0
burnout and chronic workplace stress,1,1.0,0.026316
burnout and chronic workplace stress,2,1.0,0.052632
burnout and chronic workplace stress,3,1.0,0.078947
burnout and chronic workplace stress,4,1.0,0.105263
burnout and chronic workplace stress,5,1.0,0.131579
burnout and chronic workplace stress,6,1.0,0.157895
burnout and chronic workplace stress,7,1.0,0.184211
burnout and chronic workplace stress,8,1.0,0.210526
burnout and chronic workplace stress,9,1.0,0.236842
burnout and chronic workplace stress,10,1.0,0.263158
burnout and chronic workplace stress,11,0.909091,0.263158
burnout and chronic workplace stress,12,0.916667,0.289474
burnout and chronic workplace stress,13,0.923077,0.315789
burnout and chronic workplace stress,14,0.928571,0.342105
burnout and chronic workplace stress,15,0.933333,0.368421
burnout and chronic workplace stress,16,0.875,0.368421
burnout and chronic workplace stress,17,0.823529,0.368421
burnout and chronic workplace stress,18,0.833333,0.394737
burnout and chronic workplace stress,19,0.842105,0.421053
burnout and chronic workplace stress,20,0.8,0.421053
burnout and chronic workplace stress,21,0.809524,0.447368
burnout and chronic workplace stress,22,0.772727,0.447368
burnout and chronic workplace stress,23,0.782609,0.473684
burnout and chronic workplace stress,24,0.75,0.473684
burnout and chronic workplace stress,25,0.76,0.5
burnout and chronic workplace stress,26,0.769231,0.526316
burnout and chronic workplace stress,27,0.777778,0.552632
burnout and chronic workplace stress,28,0.75,0.552632
burnout and chronic workplace stress,29,0.758621,0.578947
burnout and chronic workplace stress,30,0.766667,0.605263
burnout and chronic workplace stress,31,0.741935,0.605263
burnout and chronic workplace stress,32,0.71875,0.605263
burnout and chronic workplace stress,33,0.727273,0.631579
burnout and chronic workplace stress,34,0.735294,0.657895
burnout and chronic workplace stress,35,0.714286,0.657895
burnout and chronic workplace stress,36,0.722222,0.684211
burnout and chronic workplace stress,37,0.72973,0.710526
burnout and chronic workplace stress,38,0.736842,0.736842
burnout and chronic workplace stress,39,0.74359,0.763158
burnout and chronic workplace stress,40,0.75,0.789474
burnout and chronic workplace stress,41,0.756098,0.815789
burnout and chronic workplace stress,42,0.738095,0.815789
burnout and chronic workplace stress,43,0.744186,0.842105
burnout and chronic workplace stress,44,0.75,0.868421
burnout and chronic workplace stress,45,0.755556,0.894737
burnout and chronic workplace stress,46,0.76087,0.921053
burnout and chronic workplace stress,47,0.765957,0.947368
burnout and chronic workplace stress,48,0.75,0.947368
burnout and chronic workplace stress,49,0.755102,0.973684
burnout and chronic workplace stress,50,0.76,1.0
true crime investigations and criminal psychology,1,1.0,0.021739
true crime investigations and criminal psychology,2,1.0,0.043478
true crime investigations and criminal psychology,3,1.0,0.065217
true crime investigations and criminal psychology,4,1.0,0.086957
true crime investigations and criminal psychology,5,1.0,0.108696
true crime investigations and criminal psychology,6,1.0,0.130435
true crime investigations and criminal psychology,7,1.0,0.152174
true crime investigations and criminal psychology,8,0.875,0.152174
true crime investigations and criminal psychology,9,0.888889,0.173913
true crime investigations and criminal psychology,10,0.9,0.195652
true crime investigations and criminal psychology,11,0.818182,0.195652
true crime investigations and criminal psychology,12,0.75,0.195652
true crime investigations and criminal psychology,13,0.769231,0.217391
true crime investigations and criminal psychology,14,0.785714,0.23913
true crime investigations and criminal psychology,15,0.8,0.26087
true crime investigations and criminal psychology,16,0.8125,0.282609
true crime investigations and criminal psychology,17,0.823529,0.304348
true crime investigations and criminal psychology,18,0.833333,0.326087
true crime investigations and criminal psychology,19,0.842105,0.347826
true crime investigations and criminal psychology,20,0.85,0.369565
true crime investigations and criminal psychology,21,0.857143,0.391304
true crime investigations and criminal psychology,22,0.863636,0.413043
true crime investigations and criminal psychology,23,0.869565,0.434783
true crime investigations and criminal psychology,24,0.875,0.456522
true crime investigations and criminal psychology,25,0.88,0.478261
true crime investigations and criminal psychology,26,0.884615,0.5
true crime investigations and criminal psychology,27,0.888889,0.521739
true crime investigations and criminal psychology,28,0.892857,0.543478
true crime investigations and criminal psychology,29,0.896552,0.565217
true crime investigations and criminal psychology,30,0.9,0.586957
true crime investigations and criminal psychology,31,0.903226,0.608696
true crime investigations and criminal psychology,32,0.90625,0.630435
true crime investigations and criminal psychology,33,0.909091,0.652174
true crime investigations and criminal psychology,34,0.911765,0.673913
true crime investigations and criminal psychology,35,0.914286,0.695652
true crime investigations and criminal psychology,36,0.916667,0.717391
true crime investigations and criminal psychology,37,0.918919,0.73913
true crime investigations and criminal psychology,38,0.921053,0.76087
true crime investigations and criminal psychology,39,0.923077,0.782609
true crime investigations and criminal psychology,40,0.925,0.804348
true crime investigations and criminal psychology,41,0.926829,0.826087
true crime investigations and criminal psychology,42,0.928571,0.847826
true crime investigations and criminal psychology,43,0.930233,0.869565
true crime investigations and criminal psychology,44,0.931818,0.891304
true crime investigations and criminal psychology,45,0.911111,0.891304
true crime investigations and criminal psychology,46,0.913043,0.913043
true crime investigations and criminal psychology,47,0.914894,0.934783
true crime investigations and criminal psychology,48,0.916667,0.956522
